section,hscode,description,parent,level
XVI,850860,"Vacuum cleaners, other than with a self-contained electric motor",8508,6
XVI,850870,Parts of vacuum cleaners,8508,6
XVI,8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",85,4
XVI,850940,"Electro-mechanical domestic appliances; food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor",8509,6
XVI,850980,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509",8509,6
XVI,850990,Electro-mechanical domestic appliances; parts for the appliances of heading no. 8509,8509,6
XVI,8510,"Shavers, hair clippers and hair removing appliances, with self-contained electric motor",85,4
XVI,851010,Shavers; with self-contained electric motor,8510,6
XVI,851020,Hair clippers; with a self-contained electric motor,8510,6
XVI,851030,Hair-removing appliances; with self-contained electric motor,8510,6
XVI,851090,Shavers and hair clippers; parts of those with self-contained electric motor,8510,6
XVI,8511,Ignition or starting equipment; used for spark-ignition or compression-ignition internal combustion engines; generators and cut outs used in conjunction with such engines,85,4
XVI,851110,"Ignition or starting equipment; spark plugs, of a kind used for spark or compression-ignition internal combustion engines",8511,6
XVI,851120,"Ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines",8511,6
XVI,851130,Ignition or starting equipment; distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines,8511,6
XVI,851140,"Ignition or starting equipment; starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines",8511,6
XVI,851150,"Ignition or starting equipment; generators n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",8511,6
XVI,851180,"Ignition or starting equipment; n.e.c. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines",8511,6
XVI,851190,"Ignition or starting equipment; parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines",8511,6
XVI,8512,"Lighting or visual signalling equipment (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; electrical, of a kind used for cycles or motor vehicles",85,4
XVI,851210,"Lighting or visual signalling equipment; electrical, of a kind used on bicycles, excluding articles of heading no. 8539",8512,6
XVI,851220,"Lighting or visual signalling equipment; electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)",8512,6
XVI,851230,"Sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)",8512,6
XVI,851240,"Windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles",8512,6
XVI,851290,"Lighting or signalling equipment; electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; parts, of those kinds used for cycles or motor vehicles",8512,6
XVI,8513,"Lamps; portable, electric, designed to function by their own source of energy (e.g. dry batteries, accumulators, magnetos), excluding lighting equipment of heading no. 8512",85,4
XVI,851310,"Lamps; portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)",8513,6
XVI,851390,"Lamps; parts of portable, electric lamps of heading no. 8513, designed to function by their own source of energy",8513,6
XVI,8514,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss,85,4
XVI,851411,"Furnaces and ovens; electric, for industrial or laboratory use, resistance heated; hot isostatic presses",8514,6
XVI,851419,"Furnaces and ovens; electric, for industrial or laboratory use, resistance heated; other than hot isostatic presses, for the manufacture of semiconductor devices on semiconductor wafers",8514,6
XVI,851420,"Furnaces and ovens; electric, for industrial or laboratory use, functioning by induction or dielectric loss",8514,6
XVI,851431,"Furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, electron beam furnaces",8514,6
XVI,851432,"Furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, plasma and vacuum arc furnaces",8514,6
XVI,851439,"Furnaces and ovens; electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated, other than electron beam, plasma or vacuum arc furnaces",8514,6
XVI,851440,"Heating equipment; for the heat treatment of materials by induction or dielectric loss, industrial or laboratory, other than furnaces and ovens",8514,6
XVI,851490,"Furnaces, ovens and heating equipment; parts of the industrial or laboratory equipment of heading no. 8514",8514,6
XVI,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",85,4
XVI,851511,"Brazing or soldering machines and apparatus; soldering irons and guns, whether or not capable of cutting",8515,6
XVI,851519,"Brazing or soldering machines and apparatus; other than soldering irons and guns, whether or not capable of cutting",8515,6
XVI,851521,"Welding machines and apparatus; for resistance welding of metal, fully or partly automatic, whether or not capable of cutting",8515,6
XVI,851529,"Welding machines and apparatus; for resistance welding of metal, other than fully or partly automatic, whether or not capable of cutting",8515,6
XVI,851531,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting",8515,6
XVI,851539,"Welding machines and apparatus; for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting",8515,6
XVI,851580,"Welding machines and apparatus; n.e.c. in heading no. 8515, whether or not capable of cutting",8515,6
XVI,851590,"Welding, brazing or soldering machines; parts of the machines of heading no. 8515",8515,6
XVI,8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",85,4
XVI,851610,"Heaters; electric, instantaneous or storage water and immersion heaters",8516,6
XVI,851621,Heating apparatus; electric storage heating radiators,8516,6
XVI,851629,Heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators),8516,6
XVI,851631,Hair-dressing apparatus; electro-thermic hair dryers,8516,6
XVI,851632,"Hair-dressing apparatus; electro-thermic, other than hair dryers",8516,6
XVI,851633,Hand-drying apparatus; electro-thermic,8516,6
XVI,851640,Smoothing irons; electric,8516,6
XVI,851650,"Ovens; microwave, of a kind used for domestic purposes",8516,6
XVI,851660,"Ovens, cookers, cooking plates, boiling rings, grillers and roasters; of a kind used for domestic purposes (excluding microwaves)",8516,6
XVI,851671,"Electro-thermic appliances; coffee or tea makers, of a kind used for domestic purposes",8516,6
XVI,851672,"Electro-thermic appliances; toasters, of a kind used for domestic purposes",8516,6
XVI,851679,"Electro-thermic appliances; n.e.c. in heading no. 8516, used for domestic purposes",8516,6
XVI,851680,"Resistors; electric heating, other than those of heading no. 8545",8516,6
XVI,851690,"Electro-thermic appliances; parts, of heating resistors, of water, space and soil heaters, hair-dressing apparatus, hand dryers, smoothing irons and other domestic appliances of heading no. 8516",8516,6
XVI,8517,"Telephone sets, including smartphones and other telephones for cellular/wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",85,4
XVI,851711,Line telephone sets with cordless handsets,8517,6
XVI,851713,Telephone sets; smartphones for cellular or other wireless networks,8517,6
XVI,851714,"Telephone sets; other than smartphones, for cellular or other wireless networks",8517,6
XVI,851718,Telephone sets n.e.c. in item no. 8517.1,8517,6
XVI,851761,Base stations,8517,6
XVI,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",8517,6
XVI,851769,"Communication apparatus (excluding telephone sets or base stations); machines for the transmission or reception of voice, images or other data (including wired/wireless networks), n.e.c. in item no. 8517.6",8517,6
XVI,851771,"Communication apparatus; parts, aerials and aerial reflectors of all kinds, part suitable for use therewith",8517,6
XVI,851779,"Communication apparatus; parts, other than aerials and aerial reflectors of all kinds",8517,6
XVI,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets",85,4
XVI,851810,Microphones and stands therefor,8518,6
XVI,851821,"Loudspeakers; single, mounted in their enclosures",8518,6
XVI,851822,"Loudspeakers; multiple, mounted in the same enclosure",8518,6
XVI,851829,Loudspeakers; not mounted in their enclosures,8518,6
XVI,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",8518,6
XVI,851840,Amplifiers; audio-frequency electric,8518,6
XVI,851850,Amplifier sets; electric sound,8518,6
XVI,851890,"Microphones, headphones, earphones, amplifier equipment; parts of the equipment of heading no. 8518",8518,6
XVI,8519,Sound recording or reproducing apparatus,85,4
XVI,851920,"Sound recording or reproducing apparatus; operated by coins, banknotes, bank cards, tokens or by other means of payment",8519,6
XVI,851930,Sound recording or reproducing apparatus; turntables (record-decks),8519,6
XVI,851981,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50",8519,6
XVI,851989,Sound recording or reproducing apparatus; n.e.c. in heading no 8519,8519,6
XVI,8521,Video recording or reproducing apparatus,85,4
XVI,852110,Video recording or reproducing apparatus; magnetic tape-type,8521,6
XVI,852190,Video recording or reproducing apparatus; other than magnetic tape-type,8521,6
XVI,8522,Sound or video recording apparatus; parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521,85,4
XVI,852210,"Sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges",8522,6
XVI,852290,"Sound or video recording or reproducing apparatus; parts and accessories thereof, other than pick-up cartridges",8522,6
XVI,8523,"Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, excluding products of Chapter 37",85,4
XVI,852321,"Magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",8523,6
XVI,852329,"Magnetic media; other than cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",8523,6
XVI,852341,"Optical media; unrecorded, excluding products of Chapter 37",8523,6
XVI,852349,"Optical media; recorded, excluding products of Chapter 37",8523,6
XVI,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",8523,6
XVI,852352,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37",8523,6
XVI,852359,"Semiconductor media; other than smart cards, whether or not recorded, excluding products of Chapter 37",8523,6
XVI,852380,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37",8523,6
XVI,8524,"Flat panel display modules, whether or not incorporating touch-sensitive screens",85,4
XVI,852411,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of liquid crystals, without drivers or control circuits",8524,6
XVI,852412,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of organic light-emitting diodes (OLED), without drivers or control circuits",8524,6
XVI,852419,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (OLED), without drivers or control circuits",8524,6
XVI,852491,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of liquid crystals, with drivers or control circuits",8524,6
XVI,852492,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of organic light-emitting diodes (OLED), with drivers or control circuits",8524,6
XVI,852499,"Flat panel display modules, whether or not incorporating touch-sensitive screens; of other than liquid crystals or organic light-emitting diodes (OLED), with drivers or control circuits",8524,6
XVI,8525,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",85,4
XVI,852550,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus",8525,6
XVI,852560,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, incorporating reception apparatus",8525,6
XVI,852581,"Television cameras, digital cameras and video camera recorders; high-speed goods as specified in subheading note 1 to this chapter",8525,6
XVI,852582,"Television cameras, digital cameras and video camera recorders; radiation-hardened or radiation-tolerant goods as specified in subheading note 2 to this chapter",8525,6
XVI,852583,"Television cameras, digital cameras and video camera recorders; night vision goods as specified in subheading note 3 to this chapter",8525,6
XVI,852589,Television cameras; n.e.c. in item no 8525.8,8525,6
XVI,8526,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",85,4
XVI,852610,Radar apparatus,8526,6
XVI,852691,Radio navigational aid apparatus,8526,6
XVI,852692,Radio remote control apparatus,8526,6
XVI,8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",85,4
XVI,852712,Radio broadcast receivers capable of operating without an external power source; pocket-size radio cassette-players,8527,6
XVI,852713,"Radio broadcast receivers capable of operating without an external power source; apparatus (other than pocket-size radio cassette-players), combined with sound recording or reproducing apparatus",8527,6
XVI,852719,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1,8527,6
XVI,852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; combined with sound recording or reproducing apparatus",8527,6
XVI,852729,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles; not combined with sound recording or reproducing apparatus",8527,6
XVI,852791,Radio-broadcast receivers n.e.c. in heading no. 8527; combined with sound recording or reproducing apparatus,8527,6
XVI,852792,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus but combined with a clock,8527,6
XVI,852799,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus and not combined with a clock,8527,6
XVI,8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",85,4
XVI,852842,"Monitors; cathode-ray tube, capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71",8528,6
XVI,852849,"Monitors; cathode-ray tube, n.e.c. in subheading 8528.42, whether or not colour",8528,6
XVI,852852,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,8528,6
XVI,852859,"Monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour",8528,6
XVI,852862,Projectors; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,8528,6
XVI,852869,"Projectors; n.e.c. in subheading 8528.62, whether or not colour",8528,6
XVI,852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen",8528,6
XVI,852872,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen",8528,6
XVI,852873,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a monochrome video display or screen",8528,6
XVI,8529,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8524 to 8528,85,4
XVI,852910,Reception and transmission apparatus; aerials and aerial reflectors of all kinds and parts suitable for use therewith,8529,6
XVI,852990,"Reception and transmission apparatus; for use with the apparatus of heading no. 8524 to 8528, excluding aerials and aerial reflectors",8529,6
XVI,8530,"Signalling, safety or traffic control equipment; for railways, tramways, roads, inland waterways, parking facilities, port installations, airfields, excluding those of heading no. 8608",85,4
XVI,853010,"Signalling, safety or traffic control equipment; for railways or tramways (excluding those of heading no. 8608)",8530,6
XVI,853080,"Signalling, safety or traffic control equipment; for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)",8530,6
XVI,853090,"Signalling apparatus; parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)",8530,6
XVI,8531,"Signalling apparatus; electric sound or visual (e.g. bells, sirens, indicator panels, burglar or fire alarms), excluding those of heading no. 8512 or 8530",85,4
XVI,853110,"Signalling apparatus; electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530",8531,6
XVI,853120,"Signalling apparatus; electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED), excluding those of heading no. 8512 or 8530",8531,6
XVI,853180,"Signalling apparatus; electric, sound or visual, apparatus n.e.c. in heading no. 8531, excluding those of heading no. 8512 or 8530",8531,6
XVI,853190,"Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531",8531,6
XVI,8532,"Electrical capacitors; fixed, variable or adjustable (pre-set)",85,4
XVI,853210,"Electrical capacitors; fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)",8532,6
XVI,853221,"Electrical capacitors; fixed, tantalum",8532,6
XVI,853222,"Electrical capacitors; fixed, aluminium electrolytic",8532,6
XVI,853223,"Electrical capacitors; fixed, ceramic dielectric, single layer",8532,6
XVI,853224,"Electrical capacitors; fixed, ceramic dielectric, multilayer",8532,6
XVI,853225,"Electrical capacitors; fixed, dielectric of paper or plastics",8532,6
XVI,853229,"Electrical capacitors; fixed, n.e.c. in heading no. 8532",8532,6
XVI,853230,Electrical capacitors; variable or adjustable (pre-set) capacitors,8532,6
XVI,853290,Electrical capacitors; parts of the capacitors of heading no. 8532,8532,6
XVI,8533,"Electrical resistors (including rheostats and potentiometers), excluding heating resistors",85,4
XVI,853310,"Electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)",8533,6
XVI,853321,"Electrical resistors; fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",8533,6
XVI,853329,"Electrical resistors; fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",8533,6
XVI,853331,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)",8533,6
XVI,853339,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating)",8533,6
XVI,853340,"Electrical resistors; variable, including rheostats and potentiometers (excluding heating)",8533,6
XVI,853390,Resistors; parts of the resistors of heading no. 8533,8533,6
XVI,8534,Circuits; printed,85,4
XVI,853400,Circuits; printed,8534,6
XVI,8535,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits; for a voltage exceeding 1000 volts",85,4
XVI,853510,"Electrical apparatus; fuses, for a voltage exceeding 1000 volts",8535,6
XVI,853521,"Electrical apparatus; automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kV",8535,6
XVI,853529,"Electrical apparatus; automatic circuit breakers, for a voltage of 72.5kV or more",8535,6
XVI,853530,"Electrical apparatus; isolating and make-and-break switches, for a voltage exceeding 1000 volts",8535,6
XVI,853540,"Electrical apparatus; lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)",8535,6
XVI,853590,"Electrical apparatus; n.e.c. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts",8535,6
XVI,8536,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits, for a voltage not exceeding 1000 volts; connectors for optical fibres, optical fibre bundles or cables",85,4
XVI,853610,"Electrical apparatus; fuses, for a voltage not exceeding 1000 volts",8536,6
XVI,853620,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts",8536,6
XVI,853630,"Electrical apparatus; for protecting electrical circuits, n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",8536,6
XVI,853641,"Electrical apparatus; relays, (for a voltage not exceeding 60 volts)",8536,6
XVI,853649,"Electrical apparatus; relays, for a voltage exceeding 60 volts",8536,6
XVI,853650,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",8536,6
XVI,853661,"Electrical apparatus; lamp-holders, for a voltage not exceeding 1000 volts",8536,6
XVI,853669,"Electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts",8536,6
XVI,853670,"Connectors for optical fibres, optical fibre bundles or cables",8536,6
XVI,853690,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts",8536,6
XVI,8537,"Boards, panels, consoles, desks, cabinets, bases with apparatus of heading no. 8535, 8536 for electricity control and distribution, (other than switching apparatus of heading no. 8517)",85,4
XVI,853710,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts",8537,6
XVI,853720,"Boards, panels, consoles, desks and other bases; for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts",8537,6
XVI,8538,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 and 8537",85,4
XVI,853810,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus",8538,6
XVI,853890,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537",8538,6
XVI,8539,"Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources",85,4
XVI,853910,Lamps; sealed beam units,8539,6
XVI,853921,"Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen",8539,6
XVI,853922,"Lamps; filament, (excluding ultra-violet or infra-red), of a power not exceeding 200W and for a voltage exceeding 100 volts, other than tungsten halogen",8539,6
XVI,853929,"Lamps; filament, (excluding ultra-violet or infra-red), n.e.c. in item no. 8539.2",8539,6
XVI,853931,"Lamps; discharge, (excluding ultra-violet), fluorescent, hot cathode",8539,6
XVI,853932,"Lamps; discharge, (excluding ultra-violet), mercury or sodium vapour lamps, metal halide lamps",8539,6
XVI,853939,"Lamps; discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)",8539,6
XVI,853941,Lamps; arc-lamps,8539,6
XVI,853949,"Lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)",8539,6
XVI,853951,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules",8539,6
XVI,853952,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) lamps",8539,6
XVI,853990,Lamps; parts of the lamps of heading no. 8539,8539,6
XVI,8540,"Thermionic, cold cathode or photo-cathode valves and tubes (e.g. vacuum, vapour, gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray and television camera tubes)",85,4
XVI,854011,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour",8540,6
XVI,854012,"Tubes; cathode-ray television picture tubes, including video monitor cathode-ray tubes, monochrome",8540,6
XVI,854020,"Tubes; television camera tubes, image converters and intensifiers, other photo-cathode tubes",8540,6
XVI,854040,"Tubes; data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4mm",8540,6
XVI,854060,"Tubes; cathode ray, n.e.c. in heading no. 8540",8540,6
XVI,854071,"Tubes; microwave, magnetrons, excluding grid-controlled tubes",8540,6
XVI,854079,"Tubes; microwave (for example klystrons, travelling wave tubes, carlinotrons), excluding magnetrons and grid-controlled tubes",8540,6
XVI,854081,Valves and tubes; receiver or amplifier,8540,6
XVI,854089,Valves and tubes; n.e.c. in heading no. 8540,8540,6
XVI,854091,Tubes; parts of cathode-ray tubes,8540,6
XVI,854099,"Valves and tubes; parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes",8540,6
XVI,8541,"Semiconductor devices (e.g. diodes, transistors, semiconductor based transducers); including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED) assembled with other LEDs or not, mounted piezo-electric crystals",85,4
XVI,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",8541,6
XVI,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",8541,6
XVI,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",8541,6
XVI,854130,"Electrical apparatus; thyristors, diacs and triacs, other than photosensitive devices",8541,6
XVI,854141,"Electrical apparatus; photosensitive semiconductor devices, light emitting diodes (LED)",8541,6
XVI,854142,"Electrical apparatus; photosensitive semiconductor devices, photovoltaic cells not assembled in modules or made up into panels",8541,6
XVI,854143,"Electrical apparatus; photosensitive semiconductor devices, photovoltaic cells assembled in modules or made up into panels",8541,6
XVI,854149,"Electrical apparatus; photosensitive semiconductor devices, diodes other than light emitting diodes and photovoltaic cells whether or not assembled in modules or made up into panels",8541,6
XVI,854151,"Electrical apparatus; photosensitive semiconductor devices, semiconductor-based transducers",8541,6
XVI,854159,Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541,8541,6
XVI,854160,Crystals; mounted piezo-electric,8541,6
XVI,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",8541,6
XVI,8542,Electronic integrated circuits,85,4
XVI,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8542,6
XVI,854232,Electronic integrated circuits; memories,8542,6
XVI,854233,Electronic integrated circuits; amplifiers,8542,6
XVI,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,8542,6
XVI,854290,Parts of electronic integrated circuits,8542,6
XVI,8543,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter",85,4
XVI,854310,Electrical machines and apparatus; particle accelerators,8543,6
XVI,854320,Electrical machines and apparatus; signal generators,8543,6
XVI,854330,"Electrical machines and apparatus; for electroplating, electrolysis or electrophoresis",8543,6
XVI,854340,Electrical machines and apparatus; electronic cigarettes and similar personal electric vaporising devices,8543,6
XVI,854370,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",8543,6
XVI,854390,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543,8543,6
XVI,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",85,4
XVI,854411,"Insulated electric conductors; winding wire, of copper",8544,6
XVI,854419,"Insulated electric conductors; winding wire, (of other than copper)",8544,6
XVI,854420,Insulated electric conductors; co-axial cable and other co-axial electric conductors,8544,6
XVI,854430,"Insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",8544,6
XVI,854442,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors",8544,6
XVI,854449,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors",8544,6
XVI,854460,Insulated electric conductors; for a voltage exceeding 1000 volts,8544,6
XVI,854470,Insulated electric conductors; optical fibre cables,8544,6
XVI,8545,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon; with or without metal, of a kind used for electrical purposes",85,4
XVI,854511,"Carbon electrodes; with or without metal, of a kind used for furnaces",8545,6
XVI,854519,"Carbon electrodes; with or without metal, of a kind used for other than furnaces",8545,6
XVI,854520,"Carbon brushes; with or without metal, used for electrical purposes",8545,6
XVI,854590,"Carbon; lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes",8545,6
XVI,8546,Electrical insulators of any material,85,4
XVI,854610,Electrical insulators; of glass,8546,6
XVI,854620,Electrical insulators; of ceramics,8546,6
XVI,854690,Electrical insulators; other than of glass and ceramics,8546,6
XVI,8547,"Insulating fittings; for electrical machines, appliances, equipment, excluding insulators of heading no. 8546, electrical conduit tubing and joints therefore",85,4
XVI,854710,"Insulating fittings; of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",8547,6
XVI,854720,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",8547,6
XVI,854790,"Insulating fittings; (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546",8547,6
XVI,8548,Electrical parts of machinery or apparatus; not specified or elsewhere included in this chapter,85,4
XVI,854800,Electrical parts of machinery or apparatus; not specified or elsewhere included in this chapter,8548,6
XVI,8549,Electrical and electronic waste and scrap,85,4
XVI,854911,Waste and scrap of lead-acid accumulators; spent lead-acid accumulators,8549,6
